time [s],pos_x [m],pos_y [m],pos_z [m],mass [kg],dens [kg/m^3],pres [Pa],ene [J/kg]
0.0,1.26,-0.06,0.16,0.101215,0.615108,0.44489,1.08491
0.0,1.26,0.06,-0.16,0.101215,0.615108,0.44489,1.08491
0.0,1.26,0.06,-0.08,0.101215,0.615108,0.44489,1.08491
0.0,1.26,0.06,-6.93889e-18,0.101215,0.615108,0.44489,1.08491
0.0,1.26,0.06,0.08,0.101215,0.615108,0.44489,1.08491
0.0,1.26,0.06,0.16,0.101215,0.615108,0.44489,1.08491
0.0,1.26,0.18,-0.16,0.101215,0.609441,0.438079,1.07823
0.0,1.26,0.18,-0.08,0.101215,0.609441,0.438079,1.07823
0.0,1.26,0.18,-6.93889e-18,0.101215,0.609441,0.438079,1.07823
0.0,1.26,0.18,0.08,0.101215,0.609441,0.438079,1.07823
0.0,1.26,0.18,0.16,0.101215,0.609441,0.438079,1.07823
0.0,1.26,0.3,-0.16,0.101215,0.598228,0.424728,1.06497
0.0,1.26,0.3,-0.08,0.101215,0.598228,0.424728,1.06497
0.0,1.26,0.3,-6.93889e-18,0.101215,0.598228,0.424728,1.06497
0.0,1.26,0.3,0.08,0.101215,0.598228,0.424728,1.06497
0.0,1.26,0.3,0.16,0.101215,0.598228,0.424728,1.06497
0.0,1.26,0.42,-0.16,0.101215,0.581708,0.405361,1.04527
0.0,1.26,0.42,-0.08,0.101215,0.581708,0.405361,1.04527
0.0,1.26,0.42,-6.93889e-18,0.101215,0.581708,0.405361,1.04527
0.0,1.26,0.42,0.08,0.101215,0.581708,0.405361,1.04527
0.0,1.26,0.42,0.16,0.101215,0.581708,0.405361,1.04527
0.0,1.26,0.54,-0.16,0.101215,0.56023,0.380724,1.01938
0.0,1.26,0.54,-0.08,0.101215,0.56023,0.380724,1.01938
0.0,1.26,0.54,-6.93889e-18,0.101215,0.56023,0.380724,1.01938
0.0,1.26,0.54,0.08,0.101215,0.56023,0.380724,1.01938
0.0,1.26,0.54,0.16,0.101215,0.56023,0.380724,1.01938
0.0,1.26,0.66,-0.16,0.101215,0.534241,0.351745,0.987603
0.0,1.26,0.66,-0.08,0.101215,0.534241,0.351745,0.987603
0.0,1.26,0.66,-6.93889e-18,0.101215,0.534241,0.351745,0.987603
0.0,1.26,0.66,0.08,0.101215,0.534241,0.351745,0.987603
0.0,1.26,0.66,0.16,0.101215,0.534241,0.351745,0.987603
0.0,1.26,0.78,-0.16,0.101215,0.504273,0.319479,0.950316
0.0,1.26,0.78,-0.08,0.101215,0.504273,0.319479,0.950316
0.0,1.26,0.78,-6.93889e-18,0.101215,0.504273,0.319479,0.950316
0.0,1.26,0.78,0.08,0.101215,0.504273,0.319479,0.950316
0.0,1.26,0.78,0.16,0.101215,0.504273,0.319479,0.950316
0.0,1.26,0.9,-0.16,0.101215,0.470926,0.28505,0.907945
0.0,1.26,0.9,-0.08,0.101215,0.470926,0.28505,0.907945
0.0,1.26,0.9,-6.93889e-18,0.101215,0.470926,0.28505,0.907945
0.0,1.26,0.9,0.08,0.101215,0.470926,0.28505,0.907945
0.0,1.26,0.9,0.16,0.101215,0.470926,0.28505,0.907945
0.0,1.26,1.02,-0.16,0.101215,0.434852,0.249595,0.860965
0.0,1.26,1.02,-0.08,0.101215,0.434852,0.249595,0.860965
0.0,1.26,1.02,-6.93889e-18,0.101215,0.434852,0.249595,0.860965
0.0,1.26,1.02,0.08,0.101215,0.434852,0.249595,0.860965
0.0,1.26,1.02,0.16,0.101215,0.434852,0.249595,0.860965
0.0,1.26,1.14,-0.16,0.101215,0.396735,0.214207,0.809887
0.0,1.26,1.14,-0.08,0.101215,0.396735,0.214207,0.809887
0.0,1.26,1.14,-6.93889e-18,0.101215,0.396735,0.214207,0.809887
0.0,1.26,1.14,0.08,0.101215,0.396735,0.214207,0.809887
0.0,1.26,1.14,0.16,0.101215,0.396735,0.214207,0.809887
0.0,1.26,1.26,-0.16,0.101215,0.357273,0.179887,0.755251
0.0,1.26,1.26,-0.08,0.101215,0.357273,0.179887,0.755251
0.0,1.26,1.26,-6.93889e-18,0.101215,0.357273,0.179887,0.755251
0.0,1.26,1.26,0.08,0.101215,0.357273,0.179887,0.755251
0.0,1.26,1.26,0.16,0.101215,0.357273,0.179887,0.755251
0.0,1.26,1.38,-0.16,0.101215,0.317163,0.147504,0.69761
0.0,1.26,1.38,-0.08,0.101215,0.317163,0.147504,0.69761
0.0,1.26,1.38,-6.93889e-18,0.101215,0.317163,0.147504,0.69761
0.0,1.26,1.38,0.08,0.101215,0.317163,0.147504,0.69761
0.0,1.26,1.38,0.16,0.101215,0.317163,0.147504,0.69761
0.0,1.26,1.5,-0.16,0.101215,0.277081,0.117764,0.637523
0.0,1.26,1.5,-0.08,0.101215,0.277081,0.117764,0.637523
0.0,1.26,1.5,-6.93889e-18,0.101215,0.277081,0.117764,0.637523
0.0,1.26,1.5,0.08,0.101215,0.277081,0.117764,0.637523
0.0,1.26,1.5,0.16,0.101215,0.277081,0.117764,0.637523
0.0,1.26,1.62,-0.16,0.101215,0.237675,0.0911954,0.575547
0.0,1.26,1.62,-0.08,0.101215,0.237675,0.0911954,0.575547
0.0,1.26,1.62,-6.93889e-18,0.101215,0.237675,0.0911954,0.575547
0.0,1.26,1.62,0.08,0.101215,0.237675,0.0911954,0.575547
0.0,1.26,1.62,0.16,0.101215,0.237675,0.0911954,0.575547
0.0,1.26,1.74,-0.16,0.101215,0.199549,0.068142,0.512221
0.0,1.26,1.74,-0.08,0.101215,0.199549,0.068142,0.512221
0.0,1.26,1.74,-6.93889e-18,0.101215,0.199549,0.068142,0.512221
0.0,1.26,1.74,0.08,0.101215,0.199549,0.068142,0.512221
0.0,1.26,1.74,0.16,0.101215,0.199549,0.068142,0.512221
0.0,1.26,1.86,-0.16,0.101215,0.163257,0.0487663,0.448063
0.0,1.26,1.86,-0.08,0.101215,0.163257,0.0487663,0.448063
0.0,1.26,1.86,-6.93889e-18,0.101215,0.163257,0.0487663,0.448063
0.0,1.26,1.86,0.08,0.101215,0.163257,0.0487663,0.448063
0.0,1.26,1.86,0.16,0.101215,0.163257,0.0487663,0.448063
0.0,1.26,1.98,-0.16,0.101215,0.129305,0.0330642,0.383561
0.0,1.26,1.98,-0.08,0.101215,0.129305,0.0330642,0.383561
0.0,1.26,1.98,-6.93889e-18,0.101215,0.129305,0.0330642,0.383561
0.0,1.26,1.98,0.08,0.101215,0.129305,0.0330642,0.383561
0.0,1.26,1.98,0.16,0.101215,0.129305,0.0330642,0.383561
0.0,1.26,2.1,-0.16,0.101215,0.0981482,0.0208835,0.319163
0.0,1.26,2.1,-0.08,0.101215,0.0981482,0.0208835,0.319163
0.0,1.26,2.1,-6.93889e-18,0.101215,0.0981482,0.0208835,0.319163
0.0,1.26,2.1,0.08,0.101215,0.0981482,0.0208835,0.319163
0.0,1.26,2.1,0.16,0.101215,0.0981482,0.0208835,0.319163
0.0,1.26,2.22,-0.16,0.101215,0.0702056,0.0119478,0.255274
0.0,1.26,2.22,-0.08,0.101215,0.0702056,0.0119478,0.255274
0.0,1.26,2.22,-6.93889e-18,0.101215,0.0702056,0.0119478,0.255274
0.0,1.26,2.22,0.08,0.101215,0.0702056,0.0119478,0.255274
0.0,1.26,2.22,0.16,0.101215,0.0702056,0.0119478,0.255274
0.0,1.26,2.34,-0.16,0.101215,0.0458828,0.00588052,0.192246
0.0,1.26,2.34,-0.08,0.101215,0.0458828,0.00588052,0.192246
0.0,1.26,2.34,-6.93889e-18,0.101215,0.0458828,0.00588052,0.192246
0.0,1.26,2.34,0.08,0.101215,0.0458828,0.00588052,0.192246
0.0,1.26,2.34,0.16,0.101215,0.0458828,0.00588052,0.192246
0.0,1.26,2.46,-0.16,0.101215,0.0256257,0.00222737,0.130379
0.0,1.26,2.46,-0.08,0.101215,0.0256257,0.00222737,0.130379
0.0,1.26,2.46,-6.93889e-18,0.101215,0.0256257,0.00222737,0.130379
0.0,1.26,2.46,0.08,0.101215,0.0256257,0.00222737,0.130379
0.0,1.26,2.46,0.16,0.101215,0.0256257,0.00222737,0.130379
0.0,1.26,2.58,-0.16,0.101215,0.0100616,0.000468937,0.0699096
0.0,1.26,2.58,-0.08,0.101215,0.0100616,0.000468937,0.0699096
0.0,1.26,2.58,-6.93889e-18,0.101215,0.0100616,0.000468937,0.0699096
0.0,1.26,2.58,0.08,0.101215,0.0100616,0.000468937,0.0699096
0.0,1.26,2.58,0.16,0.101215,0.0100616,0.000468937,0.0699096
0.0,1.26,2.7,-0.16,0.101215,0.000628304,4.6091e-06,0.0110037
0.0,1.26,2.7,-0.08,0.101215,0.000628304,4.6091e-06,0.0110037
0.0,1.26,2.7,-6.93889e-18,0.101215,0.000628304,4.6091e-06,0.0110037
0.0,1.26,2.7,0.08,0.101215,0.000628304,4.6091e-06,0.0110037
0.0,1.26,2.7,0.16,0.101215,0.000628304,4.6091e-06,0.0110037
0.0,1.38,-2.58,-0.16,0.101215,0.00434148,0.000115539,0.0399193
0.0,1.38,-2.58,-0.08,0.101215,0.00434148,0.000115539,0.0399193
0.0,1.38,-2.58,-6.93889e-18,0.101215,0.00434148,0.000115539,0.0399193
0.0,1.38,-2.58,0.08,0.101215,0.00434148,0.000115539,0.0399193
0.0,1.38,-2.58,0.16,0.101215,0.00434148,0.000115539,0.0399193
0.0,1.38,-2.46,-0.16,0.101215,0.0167403,0.00109548,0.0981596
0.0,1.38,-2.46,-0.08,0.101215,0.0167403,0.00109548,0.0981596
0.0,1.38,-2.46,-6.93889e-18,0.101215,0.0167403,0.00109548,0.0981596
0.0,1.38,-2.46,0.08,0.101215,0.0167403,0.00109548,0.0981596
0.0,1.38,-2.46,0.16,0.101215,0.0167403,0.00109548,0.0981596
0.0,1.38,-2.34,-0.16,0.101215,0.0340815,0.00358259,0.157678
0.0,1.38,-2.34,-0.08,0.101215,0.0340815,0.00358259,0.157678
0.0,1.38,-2.34,-6.93889e-18,0.101215,0.0340815,0.00358259,0.157678
0.0,1.38,-2.34,0.08,0.101215,0.0340815,0.00358259,0.157678
0.0,1.38,-2.34,0.16,0.101215,0.0340815,0.00358259,0.157678
0.0,1.38,-2.22,-0.16,0.101215,0.0555026,0.00807586,0.218256
0.0,1.38,-2.22,-0.08,0.101215,0.0555026,0.00807586,0.218256
0.0,1.38,-2.22,-6.93889e-18,0.101215,0.0555026,0.00807586,0.218256
0.0,1.38,-2.22,0.08,0.101215,0.0555026,0.00807586,0.218256
0.0,1.38,-2.22,0.16,0.101215,0.0555026,0.00807586,0.218256
0.0,1.38,-2.1,-0.16,0.101215,0.0804837,0.0150031,0.279617
0.0,1.38,-2.1,-0.08,0.101215,0.0804837,0.0150031,0.279617
0.0,1.38,-2.1,-6.93889e-18,0.101215,0.0804837,0.0150031,0.279617
0.0,1.38,-2.1,0.08,0.101215,0.0804837,0.0150031,0.279617
0.0,1.38,-2.1,0.16,0.101215,0.0804837,0.0150031,0.279617
0.0,1.38,-1.98,-0.16,0.101215,0.108594,0.0247178,0.341425
0.0,1.38,-1.98,-0.08,0.101215,0.108594,0.0247178,0.341425
0.0,1.38,-1.98,-6.93889e-18,0.101215,0.108594,0.0247178,0.341425
0.0,1.38,-1.98,0.08,0.101215,0.108594,0.0247178,0.341425
0.0,1.38,-1.98,0.16,0.101215,0.108594,0.0247178,0.341425
0.0,1.38,-1.86,-0.16,0.101215,0.139413,0.0374835,0.403299
0.0,1.38,-1.86,-0.08,0.101215,0.139413,0.0374835,0.403299
0.0,1.38,-1.86,-6.93889e-18,0.101215,0.139413,0.0374835,0.403299
0.0,1.38,-1.86,0.08,0.101215,0.139413,0.0374835,0.403299
0.0,1.38,-1.86,0.16,0.101215,0.139413,0.0374835,0.403299
0.0,1.38,-1.74,-0.16,0.101215,0.172496,0.0534523,0.464812
0.0,1.38,-1.74,-0.08,0.101215,0.172496,0.0534523,0.464812
0.0,1.38,-1.74,-6.93889e-18,0.101215,0.172496,0.0534523,0.464812
0.0,1.38,-1.74,0.08,0.101215,0.172496,0.0534523,0.464812
0.0,1.38,-1.74,0.16,0.101215,0.172496,0.0534523,0.464812
0.0,1.38,-1.62,-0.16,0.101215,0.20736,0.0726456,0.525503
0.0,1.38,-1.62,-0.08,0.101215,0.20736,0.0726456,0.525503
0.0,1.38,-1.62,-6.93889e-18,0.101215,0.20736,0.0726456,0.525503
0.0,1.38,-1.62,0.08,0.101215,0.20736,0.0726456,0.525503
0.0,1.38,-1.62,0.16,0.101215,0.20736,0.0726456,0.525503
0.0,1.38,-1.5,-0.16,0.101215,0.243479,0.0949368,0.584878
0.0,1.38,-1.5,-0.08,0.101215,0.243479,0.0949368,0.584878
0.0,1.38,-1.5,-6.93889e-18,0.101215,0.243479,0.0949368,0.584878
0.0,1.38,-1.5,0.08,0.101215,0.243479,0.0949368,0.584878
0.0,1.38,-1.5,0.16,0.101215,0.243479,0.0949368,0.584878
0.0,1.38,-1.38,-0.16,0.101215,0.280282,0.120039,0.642423
0.0,1.38,-1.38,-0.08,0.101215,0.280282,0.120039,0.642423
0.0,1.38,-1.38,-6.93889e-18,0.101215,0.280282,0.120039,0.642423
0.0,1.38,-1.38,0.08,0.101215,0.280282,0.120039,0.642423
0.0,1.38,-1.38,0.16,0.101215,0.280282,0.120039,0.642423
0.0,1.38,-1.26,-0.16,0.101215,0.317163,0.147504,0.69761
0.0,1.38,-1.26,-0.08,0.101215,0.317163,0.147504,0.69761
0.0,1.38,-1.26,-6.93889e-18,0.101215,0.317163,0.147504,0.69761
0.0,1.38,-1.26,0.08,0.101215,0.317163,0.147504,0.69761
0.0,1.38,-1.26,0.16,0.101215,0.317163,0.147504,0.69761
0.0,1.38,-1.14,-0.16,0.101215,0.353487,0.176721,0.749906
0.0,1.38,-1.14,-0.08,0.101215,0.353487,0.176721,0.749906
0.0,1.38,-1.14,-6.93889e-18,0.101215,0.353487,0.176721,0.749906
0.0,1.38,-1.14,0.08,0.101215,0.353487,0.176721,0.749906
0.0,1.38,-1.14,0.16,0.101215,0.353487,0.176721,0.749906
0.0,1.38,-1.02,-0.16,0.101215,0.388604,0.206941,0.798785
0.0,1.38,-1.02,-0.08,0.101215,0.388604,0.206941,0.798785
0.0,1.38,-1.02,-6.93889e-18,0.101215,0.388604,0.206941,0.798785
0.0,1.38,-1.02,0.08,0.101215,0.388604,0.206941,0.798785
0.0,1.38,-1.02,0.16,0.101215,0.388604,0.206941,0.798785
0.0,1.38,-0.9,-0.16,0.101215,0.421863,0.237293,0.843734
0.0,1.38,-0.9,-0.08,0.101215,0.421863,0.237293,0.843734
0.0,1.38,-0.9,-6.93889e-18,0.101215,0.421863,0.237293,0.843734
0.0,1.38,-0.9,0.08,0.101215,0.421863,0.237293,0.843734
0.0,1.38,-0.9,0.16,0.101215,0.421863,0.237293,0.843734
0.0,1.38,-0.78,-0.16,0.101215,0.452624,0.266826,0.884266
0.0,1.38,-0.78,-0.08,0.101215,0.452624,0.266826,0.884266
0.0,1.38,-0.78,-6.93889e-18,0.101215,0.452624,0.266826,0.884266
0.0,1.38,-0.78,0.08,0.101215,0.452624,0.266826,0.884266
0.0,1.38,-0.78,0.16,0.101215,0.452624,0.266826,0.884266
0.0,1.38,-0.66,-0.16,0.101215,0.48028,0.294549,0.919929
0.0,1.38,-0.66,-0.08,0.101215,0.48028,0.294549,0.919929
0.0,1.38,-0.66,-6.93889e-18,0.101215,0.48028,0.294549,0.919929
0.0,1.38,-0.66,0.08,0.101215,0.48028,0.294549,0.919929
0.0,1.38,-0.66,0.16,0.101215,0.48028,0.294549,0.919929
0.0,1.38,-0.54,-0.16,0.101215,0.504273,0.319479,0.950316
0.0,1.38,-0.54,-0.08,0.101215,0.504273,0.319479,0.950316
0.0,1.38,-0.54,-6.93889e-18,0.101215,0.504273,0.319479,0.950316
0.0,1.38,-0.54,0.08,0.101215,0.504273,0.319479,0.950316
0.0,1.38,-0.54,0.16,0.101215,0.504273,0.319479,0.950316
0.0,1.38,-0.42,-0.16,0.101215,0.524106,0.340694,0.975073
0.0,1.38,-0.42,-0.08,0.101215,0.524106,0.340694,0.975073
0.0,1.38,-0.42,-6.93889e-18,0.101215,0.524106,0.340694,0.975073
0.0,1.38,-0.42,0.08,0.101215,0.524106,0.340694,0.975073
0.0,1.38,-0.42,0.16,0.101215,0.524106,0.340694,0.975073
0.0,1.38,-0.3,-0.16,0.101215,0.539364,0.357385,0.993907
0.0,1.38,-0.3,-0.08,0.101215,0.539364,0.357385,0.993907
0.0,1.38,-0.3,-6.93889e-18,0.101215,0.539364,0.357385,0.993907
0.0,1.38,-0.3,0.08,0.101215,0.539364,0.357385,0.993907
0.0,1.38,-0.3,0.16,0.101215,0.539364,0.357385,0.993907
0.0,1.38,-0.18,-0.16,0.101215,0.549721,0.368896,1.00659
0.0,1.38,-0.18,-0.08,0.101215,0.549721,0.368896,1.00659
0.0,1.38,-0.18,-6.93889e-18,0.101215,0.549721,0.368896,1.00659
0.0,1.38,-0.18,0.08,0.101215,0.549721,0.368896,1.00659
0.0,1.38,-0.18,0.16,0.101215,0.549721,0.368896,1.00659
0.0,1.38,-0.06,-0.16,0.101215,0.554957,0.37477,1.01297
0.0,1.38,-0.06,-0.08,0.101215,0.554957,0.37477,1.01297
0.0,1.38,-0.06,-6.93889e-18,0.101215,0.554957,0.37477,1.01297
0.0,1.38,-0.06,0.08,0.101215,0.554957,0.37477,1.01297
0.0,1.38,-0.06,0.16,0.101215,0.554957,0.37477,1.01297
0.0,1.38,0.06,-0.16,0.101215,0.554957,0.37477,1.01297
0.0,1.38,0.06,-0.08,0.101215,0.554957,0.37477,1.01297
0.0,1.38,0.06,-6.93889e-18,0.101215,0.554957,0.37477,1.01297
0.0,1.38,0.06,0.08,0.101215,0.554957,0.37477,1.01297
0.0,1.38,0.06,0.16,0.101215,0.554957,0.37477,1.01297
0.0,1.38,0.18,-0.16,0.101215,0.549721,0.368896,1.00659
0.0,1.38,0.18,-0.08,0.101215,0.549721,0.368896,1.00659
0.0,1.38,0.18,-6.93889e-18,0.101215,0.549721,0.368896,1.00659
0.0,1.38,0.18,0.08,0.101215,0.549721,0.368896,1.00659
0.0,1.38,0.18,0.16,0.101215,0.549721,0.368896,1.00659
0.0,1.38,0.3,-0.16,0.101215,0.539364,0.357385,0.993907
0.0,1.38,0.3,-0.08,0.101215,0.539364,0.357385,0.993907
0.0,1.38,0.3,-6.93889e-18,0.101215,0.539364,0.357385,0.993907
0.0,1.38,0.3,0.08,0.101215,0.539364,0.357385,0.993907
0.0,1.38,0.3,0.16,0.101215,0.539364,0.357385,0.993907
0.0,1.38,0.42,-0.16,0.101215,0.524106,0.340694,0.975073
0.0,1.38,0.42,-0.08,0.101215,0.524106,0.340694,0.975073
0.0,1.38,0.42,-6.93889e-18,0.101215,0.524106,0.340694,0.975073
0.0,1.38,0.42,0.08,0.101215,0.524106,0.340694,0.975073
0.0,1.38,0.42,0.16,0.101215,0.524106,0.340694,0.975073
0.0,1.38,0.54,-0.16,0.101215,0.504273,0.319479,0.950316
0.0,1.38,0.54,-0.08,0.101215,0.504273,0.319479,0.950316
0.0,1.38,0.54,-6.93889e-18,0.101215,0.504273,0.319479,0.950316
0.0,1.38,0.54,0.08,0.101215,0.504273,0.319479,0.950316
0.0,1.38,0.54,0.16,0.101215,0.504273,0.319479,0.950316
0.0,1.38,0.66,-0.16,0.101215,0.48028,0.294549,0.919929
0.0,1.38,0.66,-0.08,0.101215,0.48028,0.294549,0.919929
0.0,1.38,0.66,-6.93889e-18,0.101215,0.48028,0.294549,0.919929
0.0,1.38,0.66,0.08,0.101215,0.48028,0.294549,0.919929
0.0,1.38,0.66,0.16,0.101215,0.48028,0.294549,0.919929
0.0,1.38,0.78,-0.16,0.101215,0.452624,0.266826,0.884266
0.0,1.38,0.78,-0.08,0.101215,0.452624,0.266826,0.884266
0.0,1.38,0.78,-6.93889e-18,0.101215,0.452624,0.266826,0.884266
0.0,1.38,0.78,0.08,0.101215,0.452624,0.266826,0.884266
0.0,1.38,0.78,0.16,0.101215,0.452624,0.266826,0.884266
0.0,1.38,0.9,-0.16,0.101215,0.421863,0.237293,0.843734
0.0,1.38,0.9,-0.08,0.101215,0.421863,0.237293,0.843734
0.0,1.38,0.9,-6.93889e-18,0.101215,0.421863,0.237293,0.843734
0.0,1.38,0.9,0.08,0.101215,0.421863,0.237293,0.843734
0.0,1.38,0.9,0.16,0.101215,0.421863,0.237293,0.843734
0.0,1.38,1.02,-0.16,0.101215,0.388604,0.206941,0.798785
0.0,1.38,1.02,-0.08,0.101215,0.388604,0.206941,0.798785
0.0,1.38,1.02,-6.93889e-18,0.101215,0.388604,0.206941,0.798785
0.0,1.38,1.02,0.08,0.101215,0.388604,0.206941,0.798785
0.0,1.38,1.02,0.16,0.101215,0.388604,0.206941,0.798785
0.0,1.38,1.14,-0.16,0.101215,0.353487,0.176721,0.749906
0.0,1.38,1.14,-0.08,0.101215,0.353487,0.176721,0.749906
0.0,1.38,1.14,-6.93889e-18,0.101215,0.353487,0.176721,0.749906
0.0,1.38,1.14,0.08,0.101215,0.353487,0.176721,0.749906
0.0,1.38,1.14,0.16,0.101215,0.353487,0.176721,0.749906
0.0,1.38,1.26,-0.16,0.101215,0.317163,0.147504,0.69761
0.0,1.38,1.26,-0.08,0.101215,0.317163,0.147504,0.69761
0.0,1.38,1.26,-6.93889e-18,0.101215,0.317163,0.147504,0.69761
0.0,1.38,1.26,0.08,0.101215,0.317163,0.147504,0.69761
0.0,1.38,1.26,0.16,0.101215,0.317163,0.147504,0.69761
0.0,1.38,1.38,-0.16,0.101215,0.280282,0.120039,0.642423
0.0,1.38,1.38,-0.08,0.101215,0.280282,0.120039,0.642423
0.0,1.38,1.38,-6.93889e-18,0.101215,0.280282,0.120039,0.642423
0.0,1.38,1.38,0.08,0.101215,0.280282,0.120039,0.642423
0.0,1.38,1.38,0.16,0.101215,0.280282,0.120039,0.642423
0.0,1.38,1.5,-0.16,0.101215,0.243479,0.0949368,0.584878
0.0,1.38,1.5,-0.08,0.101215,0.243479,0.0949368,0.584878
0.0,1.38,1.5,-6.93889e-18,0.101215,0.243479,0.0949368,0.584878
0.0,1.38,1.5,0.08,0.101215,0.243479,0.0949368,0.584878
0.0,1.38,1.5,0.16,0.101215,0.243479,0.0949368,0.584878
0.0,1.38,1.62,-0.16,0.101215,0.20736,0.0726456,0.525503
0.0,1.38,1.62,-0.08,0.101215,0.20736,0.0726456,0.525503
0.0,1.38,1.62,-6.93889e-18,0.101215,0.20736,0.0726456,0.525503
0.0,1.38,1.62,0.08,0.101215,0.20736,0.0726456,0.525503
0.0,1.38,1.62,0.16,0.101215,0.20736,0.0726456,0.525503
0.0,1.38,1.74,-0.16,0.101215,0.172496,0.0534523,0.464812
0.0,1.38,1.74,-0.08,0.101215,0.172496,0.0534523,0.464812
0.0,1.38,1.74,-6.93889e-18,0.101215,0.172496,0.0534523,0.464812
0.0,1.38,1.74,0.08,0.101215,0.172496,0.0534523,0.464812
0.0,1.38,1.74,0.16,0.101215,0.172496,0.0534523,0.464812
0.0,1.38,1.86,-0.16,0.101215,0.139413,0.0374835,0.403299
0.0,1.38,1.86,-0.08,0.101215,0.139413,0.0374835,0.403299
0.0,1.38,1.86,-6.93889e-18,0.101215,0.139413,0.0374835,0.403299
0.0,1.38,1.86,0.08,0.101215,0.139413,0.0374835,0.403299
0.0,1.38,1.86,0.16,0.101215,0.139413,0.0374835,0.403299
0.0,1.38,1.98,-0.16,0.101215,0.108594,0.0247178,0.341425
0.0,1.38,1.98,-0.08,0.101215,0.108594,0.0247178,0.341425
0.0,1.38,1.98,-6.93889e-18,0.101215,0.108594,0.0247178,0.341425
0.0,1.38,1.98,0.08,0.101215,0.108594,0.0247178,0.341425
0.0,1.38,1.98,0.16,0.101215,0.108594,0.0247178,0.341425
0.0,1.38,2.1,-0.16,0.101215,0.0804837,0.0150031,0.279617
0.0,1.38,2.1,-0.08,0.101215,0.0804837,0.0150031,0.279617
0.0,1.38,2.1,-6.93889e-18,0.101215,0.0804837,0.0150031,0.279617
0.0,1.38,2.1,0.08,0.101215,0.0804837,0.0150031,0.279617
0.0,1.38,2.1,0.16,0.101215,0.0804837,0.0150031,0.279617
0.0,1.38,2.22,-0.16,0.101215,0.0555026,0.00807586,0.218256
0.0,1.38,2.22,-0.08,0.101215,0.0555026,0.00807586,0.218256
0.0,1.38,2.22,-6.93889e-18,0.101215,0.0555026,0.00807586,0.218256
0.0,1.38,2.22,0.08,0.101215,0.0555026,0.00807586,0.218256
0.0,1.38,2.22,0.16,0.101215,0.0555026,0.00807586,0.218256
0.0,1.38,2.34,-0.16,0.101215,0.0340815,0.00358259,0.157678
0.0,1.38,2.34,-0.08,0.101215,0.0340815,0.00358259,0.157678
0.0,1.38,2.34,-6.93889e-18,0.101215,0.0340815,0.00358259,0.157678
0.0,1.38,2.34,0.08,0.101215,0.0340815,0.00358259,0.157678
0.0,1.38,2.34,0.16,0.101215,0.0340815,0.00358259,0.157678
0.0,1.38,2.46,-0.16,0.101215,0.0167403,0.00109548,0.0981596
0.0,1.38,2.46,-0.08,0.101215,0.0167403,0.00109548,0.0981596
0.0,1.38,2.46,-6.93889e-18,0.101215,0.0167403,0.00109548,0.0981596
0.0,1.38,2.46,0.08,0.101215,0.0167403,0.00109548,0.0981596
0.0,1.38,2.46,0.16,0.101215,0.0167403,0.00109548,0.0981596
0.0,1.38,2.58,-0.16,0.101215,0.00434148,0.000115539,0.0399193
0.0,1.38,2.58,-0.08,0.101215,0.00434148,0.000115539,0.0399193
0.0,1.38,2.58,-6.93889e-18,0.101215,0.00434148,0.000115539,0.0399193
0.0,1.38,2.58,0.08,0.101215,0.00434148,0.000115539,0.0399193
0.0,1.38,2.58,0.16,0.101215,0.00434148,0.000115539,0.0399193
0.0,1.5,-2.58,-0.16,0.101215,0.000421019,2.36503e-06,0.00842609
0.0,1.5,-2.58,-0.08,0.101215,0.000421019,2.36503e-06,0.00842609
0.0,1.5,-2.58,-6.93889e-18,0.101215,0.000421019,2.36503e-06,0.00842609
0.0,1.5,-2.58,0.08,0.101215,0.000421019,2.36503e-06,0.00842609
0.0,1.5,-2.58,0.16,0.101215,0.000421019,2.36503e-06,0.00842609
0.0,1.5,-2.46,-0.16,0.101215,0.00889056,0.000381548,0.064374
0.0,1.5,-2.46,-0.08,0.101215,0.00889056,0.000381548,0.064374
0.0,1.5,-2.46,-6.93889e-18,0.101215,0.00889056,0.000381548,0.064374
0.0,1.5,-2.46,0.08,0.101215,0.00889056,0.000381548,0.064374
0.0,1.5,-2.46,0.16,0.101215,0.00889056,0.000381548,0.064374
0.0,1.5,-2.34,-0.16,0.101215,0.0230443,0.00186612,0.12147
0.0,1.5,-2.34,-0.08,0.101215,0.0230443,0.00186612,0.12147
0.0,1.5,-2.34,-6.93889e-18,0.101215,0.0230443,0.00186612,0.12147
0.0,1.5,-2.34,0.08,0.101215,0.0230443,0.00186612,0.12147
0.0,1.5,-2.34,0.16,0.101215,0.0230443,0.00186612,0.12147
0.0,1.5,-2.22,-0.16,0.101215,0.0414026,0.00495502,0.179519
0.0,1.5,-2.22,-0.08,0.101215,0.0414026,0.00495502,0.179519
0.0,1.5,-2.22,-6.93889e-18,0.101215,0.0414026,0.00495502,0.179519
0.0,1.5,-2.22,0.08,0.101215,0.0414026,0.00495502,0.179519
0.0,1.5,-2.22,0.16,0.101215,0.0414026,0.00495502,0.179519
0.0,1.5,-2.1,-0.16,0.101215,0.0633067,0.0100558,0.238264
0.0,1.5,-2.1,-0.08,0.101215,0.0633067,0.0100558,0.238264
0.0,1.5,-2.1,-6.93889e-18,0.101215,0.0633067,0.0100558,0.238264
0.0,1.5,-2.1,0.08,0.101215,0.0633067,0.0100558,0.238264
